politician,url,datefrom,dateto,details,location,rate,nights,key,amount,spouse,note,lat,lon,electorate,state,party,partygroup,house,withinelectorate,
RUSTON Anne,http://www.finance.gov.au/sites/default/files/P34_RUSTON_Anne.pdf,10-Nov-13,10-Nov-13,Representing Minister or Presiding Officer,Adelaide,$354.00,1,47http://www.finance.gov.au/sites/default/files/P34_RUSTON_Anne.pdf19P34 RUSTON Anne,$354.00,,,-34.9286212,138.5999594,,SA,Liberal,Coalition,senate,,
TRUSS Warren,http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf,10-Nov-13,13-Nov-13,Sittings of Parliament,Canberra,$268.00,4,41http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf26P34 TRUSS Warren,"$1,112.00",$40.00,,-35.2819998,149.1286843,Wide Bay,QLD,National,Coalition,lower,no,
BOYCE Sue,http://www.finance.gov.au/sites/default/files/P34_BOYCE_Sue.pdf,11-Nov-13,13-Nov-13,Sittings of Parliament,Canberra,$268.00,3,32http://www.finance.gov.au/sites/default/files/P34_BOYCE_Sue.pdf18P34 BOYCE Sue,$804.00,,,-35.2819998,149.1286843,,QLD,Liberal,Coalition,senate,,
COULTON Mark,http://www.finance.gov.au/sites/default/files/P34_COULTON_Mark.pdf,11-Nov-13,13-Nov-13,Sittings of Parliament,Canberra,$268.00,3,18http://www.finance.gov.au/sites/default/files/P34_COULTON_Mark.pdf21P34 COULTON Mark,$804.00,,,-35.2819998,149.1286843,Parkes,NSW,National,Coalition,lower,no,
HAYES Chris,http://www.finance.gov.au/sites/default/files/P34_HAYES_Chris.pdf,11-Nov-13,15-Nov-13,Sittings of Parliament,Canberra,$268.00,5,25http://www.finance.gov.au/sites/default/files/P34_HAYES_Chris.pdf16P34 HAYES Chris,"$1,340.00",,,-35.2819998,149.1286843,Fowler,NSW,Labor,Labor,lower,no,
MCCORMACK Michael,http://www.finance.gov.au/sites/default/files/P34_MCCORMACK_Michael.pdf,11-Nov-13,14-Nov-13,Sittings of Parliament,Canberra,$268.00,0,27http://www.finance.gov.au/sites/default/files/P34_MCCORMACK_Michael.pdf18P34 MCCORMACK Michael,$10.00,$10.00,**,-35.2819998,149.1286843,Riverina,NSW,National,Coalition,lower,no,
PERIS Nova,http://www.finance.gov.au/sites/default/files/P34_PERIS_Nova.pdf,11-Nov-13,12-Nov-13,Sittings of Parliament,Canberra,$268.00,2,18http://www.finance.gov.au/sites/default/files/P34_PERIS_Nova.pdf24P34 PERIS Nova,$536.00,,,-35.2819998,149.1286843,,NT,Labor,Labor,senate,,
WICKS Lucy,http://www.finance.gov.au/sites/default/files/P34_WICKS_Lucy.pdf,11-Nov-13,13-Nov-13,Sittings of Parliament,Canberra,$268.00,3,25http://www.finance.gov.au/sites/default/files/P34_WICKS_Lucy.pdf16P34 WICKS Lucy,$804.00,,,-35.2819998,149.1286843,Robertson,NSW,Liberal,Coalition,lower,no,
TRUSS Warren,http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf,14-Nov-13,14-Nov-13,Deputy Prime Minister - Official Business,Brisbane,$419.00,1,48http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf26P34 TRUSS Warren,$419.00,,,-27.4710107,153.0234489,Wide Bay,QLD,National,Coalition,lower,no,
JOYCE Barnaby,http://www.finance.gov.au/sites/default/files/P34_JOYCE_Barnaby1.pdf,15-Nov-13,15-Nov-13,Electorate Business,Glencoe,$357.00,1,26http://www.finance.gov.au/sites/default/files/P34_JOYCE_Barnaby1.pdf31P34 JOYCE Barnaby1,$357.00,,,-37.687654,140.6113985,New England,NSW,National,Coalition,lower,no,
SCULLION Nigel,http://www.finance.gov.au/sites/default/files/P34_SCULLION_Nigel.pdf,15-Nov-13,16-Nov-13,Minister - Official Business,Perth,$493.00,2,39http://www.finance.gov.au/sites/default/files/P34_SCULLION_Nigel.pdf26P34 SCULLION Nigel,$986.00,,,-31.9535132,115.8570471,,NT,CLP,CLP,senate,,
LINES Sue,http://www.finance.gov.au/sites/default/files/P34_LINES_Sue.pdf,16-Nov-13,21-Nov-13,Senate Estimates,Canberra,$268.00,6,60http://www.finance.gov.au/sites/default/files/P34_LINES_Sue.pdf21P34 LINES Sue,"$1,608.00",,,-35.2819998,149.1286843,,WA,Labor,Labor,senate,,
TRUSS Warren,http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf,16-Nov-13,16-Nov-13,Deputy Prime Minister - Official Business,Wagga Wagga,$357.00,1,55http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf26P34 TRUSS Warren,$357.00,,,-35.1250948,147.349649,Wide Bay,QLD,National,Coalition,lower,no,
ABETZ Eric,http://www.finance.gov.au/sites/default/files/P34_ABETZ_Eric.pdf,17-Nov-13,21-Nov-13,Minister - Official Business,Canberra,$268.00,5,18http://www.finance.gov.au/sites/default/files/P34_ABETZ_Eric.pdf28P34 ABETZ Eric,"$1,340.00",,,-35.2819998,149.1286843,,TAS,Liberal,Coalition,senate,,
BOYCE Sue,http://www.finance.gov.au/sites/default/files/P34_BOYCE_Sue.pdf,17-Nov-13,21-Nov-13,Senate Estimates,Canberra,$268.00,5,39http://www.finance.gov.au/sites/default/files/P34_BOYCE_Sue.pdf18P34 BOYCE Sue,"$1,340.00",,,-35.2819998,149.1286843,,QLD,Liberal,Coalition,senate,,
COULTON Mark,http://www.finance.gov.au/sites/default/files/P34_COULTON_Mark.pdf,17-Nov-13,20-Nov-13,Sittings of Parliament,Canberra,$268.00,4,25http://www.finance.gov.au/sites/default/files/P34_COULTON_Mark.pdf21P34 COULTON Mark,"$1,072.00",,,-35.2819998,149.1286843,Parkes,NSW,National,Coalition,lower,no,
FAULKNER John,http://www.finance.gov.au/sites/default/files/P34_FAULKNER_John.pdf,17-Nov-13,21-Nov-13,Senate Estimates,Canberra,$268.00,5,18http://www.finance.gov.au/sites/default/files/P34_FAULKNER_John.pdf15P34 FAULKNER John,"$1,340.00",,,-35.2819998,149.1286843,,NSW,Labor,Labor,senate,,
FIFIELD Mitch,http://www.finance.gov.au/sites/default/files/P34_FIFIELD_Mitch.pdf,17-Nov-13,21-Nov-13,Minister - Official Business,Canberra,$268.00,5,11http://www.finance.gov.au/sites/default/files/P34_FIFIELD_Mitch.pdf21P34 FIFIELD Mitch,"$1,340.00",,,-35.2819998,149.1286843,,VIC,Liberal,Coalition,senate,,
GILLESPIE David,http://www.finance.gov.au/sites/default/files/P34_GILLESPIE_David.pdf,17-Nov-13,21-Nov-13,Sittings of Parliament,Canberra,$268.00,5,53http://www.finance.gov.au/sites/default/files/P34_GILLESPIE_David.pdf18P34 GILLESPIE David,"$1,340.00",,,-35.2819998,149.1286843,Lyne,NSW,National,Coalition,lower,no,
HAYES Chris,http://www.finance.gov.au/sites/default/files/P34_HAYES_Chris.pdf,17-Nov-13,20-Nov-13,Sittings of Parliament,Canberra,$268.00,4,32http://www.finance.gov.au/sites/default/files/P34_HAYES_Chris.pdf16P34 HAYES Chris,"$1,072.00",,,-35.2819998,149.1286843,Fowler,NSW,Labor,Labor,lower,no,
HEFFERNAN Bill,http://www.finance.gov.au/sites/default/files/P34_HEFFERNAN_Bill.pdf,17-Nov-13,20-Nov-13,Senate Estimates,Canberra,$268.00,4,18http://www.finance.gov.au/sites/default/files/P34_HEFFERNAN_Bill.pdf16P34 HEFFERNAN Bill,"$1,072.00",,,-35.2819998,149.1286843,,NSW,Liberal,Coalition,senate,,
PLIBERSEK Tanya,http://www.finance.gov.au/sites/default/files/P34_PLIBERSEK_Tanya.pdf,17-Nov-13,20-Nov-13,Sittings of Parliament,Canberra,$268.00,4,25http://www.finance.gov.au/sites/default/files/P34_PLIBERSEK_Tanya.pdf25P34 PLIBERSEK Tanya,"$1,072.00",,,-35.2819998,149.1286843,Sydney,NSW,Labor,Labor,lower,no,
RUDDOCK Philip,http://www.finance.gov.au/sites/default/files/P34_RUDDOCK_Philip.pdf,17-Nov-13,21-Nov-13,Sittings of Parliament,Canberra,$268.00,5,25http://www.finance.gov.au/sites/default/files/P34_RUDDOCK_Philip.pdf22P34 RUDDOCK Philip,"$1,340.00",,,-35.2819998,149.1286843,Berowra,NSW,Liberal,Coalition,lower,no,
RUSTON Anne,http://www.finance.gov.au/sites/default/files/P34_RUSTON_Anne.pdf,17-Nov-13,20-Nov-13,Senate Estimates,Canberra,$268.00,4,54http://www.finance.gov.au/sites/default/files/P34_RUSTON_Anne.pdf19P34 RUSTON Anne,"$1,072.00",,,-35.2819998,149.1286843,,SA,Liberal,Coalition,senate,,
SCULLION Nigel,http://www.finance.gov.au/sites/default/files/P34_SCULLION_Nigel.pdf,17-Nov-13,18-Nov-13,Minister - Official Business,Canberra,$268.00,2,46http://www.finance.gov.au/sites/default/files/P34_SCULLION_Nigel.pdf26P34 SCULLION Nigel,$536.00,,,-35.2819998,149.1286843,,NT,CLP,CLP,senate,,
TRUSS Warren,http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf,17-Nov-13,21-Nov-13,Sittings of Parliament,Canberra,$268.00,5,63http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf26P34 TRUSS Warren,"$1,350.00",$10.00,,-35.2819998,149.1286843,Wide Bay,QLD,National,Coalition,lower,no,
URQUHART Anne,http://www.finance.gov.au/sites/default/files/P34_URQUHART_Anne.pdf,17-Nov-13,19-Nov-13,Sittings of Parliament,Canberra,$268.00,3,11http://www.finance.gov.au/sites/default/files/P34_URQUHART_Anne.pdf19P34 URQUHART Anne,$804.00,,,-35.2819998,149.1286843,,TAS,Labor,Labor,senate,,
WICKS Lucy,http://www.finance.gov.au/sites/default/files/P34_WICKS_Lucy.pdf,17-Nov-13,20-Nov-13,Sittings of Parliament,Canberra,$268.00,4,32http://www.finance.gov.au/sites/default/files/P34_WICKS_Lucy.pdf16P34 WICKS Lucy,"$1,072.00",,,-35.2819998,149.1286843,Robertson,NSW,Liberal,Coalition,lower,no,
WRIGHT Penny,http://www.finance.gov.au/sites/default/files/P34_WRIGHT_Penny.pdf,17-Nov-13,21-Nov-13,Senate Estimates,Canberra,$268.00,5,18http://www.finance.gov.au/sites/default/files/P34_WRIGHT_Penny.pdf19P34 WRIGHT Penny,"$1,340.00",,,-35.2819998,149.1286843,,SA,Greens,Greens,senate,,
DANBY Michael,http://www.finance.gov.au/sites/default/files/P34_DANBY_Michael.pdf,18-Nov-13,20-Nov-13,Sittings of Parliament,Canberra,$268.00,3,11http://www.finance.gov.au/sites/default/files/P34_DANBY_Michael.pdf17P34 DANBY Michael,$804.00,,,-35.2819998,149.1286843,Melbourne Ports,VIC,Labor,Labor,lower,no,
TURNBULL Malcolm,http://www.finance.gov.au/sites/default/files/P34_TURNBULL_Malcolm.pdf,18-Nov-13,20-Nov-13,Sittings of Parliament,Canberra,$268.00,3,25http://www.finance.gov.au/sites/default/files/P34_TURNBULL_Malcolm.pdf22P34 TURNBULL Malcolm,$814.00,$10.00,,-35.2819998,149.1286843,Wentworth,NSW,Liberal,Coalition,lower,no,
DI NATALE Richard,http://www.finance.gov.au/sites/default/files/P34_DI_NATALE_Richard.pdf,19-Nov-13,20-Nov-13,Senate Estimates,Canberra,$268.00,2,18http://www.finance.gov.au/sites/default/files/P34_DI_NATALE_Richard.pdf16P34 DI NATALE Richard,$536.00,,,-35.2819998,149.1286843,,VIC,Greens,Greens,senate,,
TUDGE Alan,http://www.finance.gov.au/sites/default/files/P34_TUDGE_Alan.pdf,19-Nov-13,19-Nov-13,Parliamentary Secretary - Official Business,Kununurra,$369.00,1,18http://www.finance.gov.au/sites/default/files/P34_TUDGE_Alan.pdf20P34 TUDGE Alan,$369.00,,,-15.7735463,128.739196,Aston,VIC,Liberal,Coalition,lower,no,
SCULLION Nigel,http://www.finance.gov.au/sites/default/files/P34_SCULLION_Nigel.pdf,20-Nov-13,21-Nov-13,Minister - Official Business,Canberra,$268.00,2,53http://www.finance.gov.au/sites/default/files/P34_SCULLION_Nigel.pdf26P34 SCULLION Nigel,$536.00,,,-35.2819998,149.1286843,,NT,CLP,CLP,senate,,
TUDGE Alan,http://www.finance.gov.au/sites/default/files/P34_TUDGE_Alan.pdf,20-Nov-13,20-Nov-13,Parliamentary Secretary - Official Business,Darwin,$451.00,1,25http://www.finance.gov.au/sites/default/files/P34_TUDGE_Alan.pdf20P34 TUDGE Alan,$451.00,,,-12.4628271,130.8417772,Aston,VIC,Liberal,Coalition,lower,no,
DI NATALE Richard,http://www.finance.gov.au/sites/default/files/P34_DI_NATALE_Richard.pdf,21-Nov-13,21-Nov-13,Electorate Business,Melbourne,$125.00,1,25http://www.finance.gov.au/sites/default/files/P34_DI_NATALE_Richard.pdf16P34 DI NATALE Richard,$125.00,,,-37.814107,144.96328,,VIC,Greens,Greens,senate,,
RUSTON Anne,http://www.finance.gov.au/sites/default/files/P34_RUSTON_Anne.pdf,21-Nov-13,21-Nov-13,Electorate Business,Sydney,$375.00,1,61http://www.finance.gov.au/sites/default/files/P34_RUSTON_Anne.pdf19P34 RUSTON Anne,$375.00,,,-33.8674869,151.2069902,,SA,Liberal,Coalition,senate,,
HEFFERNAN Bill,http://www.finance.gov.au/sites/default/files/P34_HEFFERNAN_Bill.pdf,22-Nov-13,22-Nov-13,Parliamentary Political Party Meeting,Sydney,$375.00,1,25http://www.finance.gov.au/sites/default/files/P34_HEFFERNAN_Bill.pdf16P34 HEFFERNAN Bill,$375.00,,,-33.8674869,151.2069902,,NSW,Liberal,Coalition,senate,,
CHESTER Darren,http://www.finance.gov.au/sites/default/files/P34_CHESTER_Darren.pdf,23-Nov-13,23-Nov-13,Electorate Business,Sale,$357.00,0,75http://www.finance.gov.au/sites/default/files/P34_CHESTER_Darren.pdf22P34 CHESTER Darren,$104.00,,,-38.1077151,147.0640833,Gippsland,VIC,National,Coalition,lower,yes,
DI NATALE Richard,http://www.finance.gov.au/sites/default/files/P34_DI_NATALE_Richard.pdf,23-Nov-13,23-Nov-13,Electorate Business,Melbourne,$125.00,1,32http://www.finance.gov.au/sites/default/files/P34_DI_NATALE_Richard.pdf16P34 DI NATALE Richard,$125.00,,,-37.814107,144.96328,,VIC,Greens,Greens,senate,,
JOYCE Barnaby,http://www.finance.gov.au/sites/default/files/P34_JOYCE_Barnaby1.pdf,25-Nov-13,25-Nov-13,Minister - Official Business,Canberra,$268.00,1,33http://www.finance.gov.au/sites/default/files/P34_JOYCE_Barnaby1.pdf31P34 JOYCE Barnaby1,$268.00,,,-35.2819998,149.1286843,New England,NSW,National,Coalition,lower,no,
PRATT Louise,http://www.finance.gov.au/sites/default/files/P34_PRATT_Louise.pdf,25-Nov-13,25-Nov-13,Economics - Sen,Melbourne,$374.00,1,26http://www.finance.gov.au/sites/default/files/P34_PRATT_Louise.pdf20P34 PRATT Louise,$374.00,,,-37.814107,144.96328,,WA,Labor,Labor,senate,,
SCULLION Nigel,http://www.finance.gov.au/sites/default/files/P34_SCULLION_Nigel.pdf,25-Nov-13,26-Nov-13,Minister - Official Business,Canberra,$268.00,2,60http://www.finance.gov.au/sites/default/files/P34_SCULLION_Nigel.pdf26P34 SCULLION Nigel,$536.00,,,-35.2819998,149.1286843,,NT,CLP,CLP,senate,,
TRUSS Warren,http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf,25-Nov-13,25-Nov-13,Deputy Prime Minister - Official Business,Canberra,$268.00,1,70http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf26P34 TRUSS Warren,$268.00,,,-35.2819998,149.1286843,Wide Bay,QLD,National,Coalition,lower,no,
BUSHBY David,http://www.finance.gov.au/sites/default/files/P34_BUSHBY_David.pdf,26-Nov-13,26-Nov-13,Economics - Sen,Canberra,$268.00,1,18http://www.finance.gov.au/sites/default/files/P34_BUSHBY_David.pdf18P34 BUSHBY David,$268.00,,,-35.2819998,149.1286843,,TAS,Liberal,Coalition,senate,,
PRICE Melissa,http://www.finance.gov.au/sites/default/files/P34_PRICE_Melissa.pdf,26-Nov-13,26-Nov-13,Electorate Business,Geraldton,$321.00,1,25http://www.finance.gov.au/sites/default/files/P34_PRICE_Melissa.pdf24P34 PRICE Melissa,$321.00,,,-28.7732192,114.6096326,Durack,WA,Liberal,Coalition,lower,yes,
COLBECK Richard,http://www.finance.gov.au/sites/default/files/P34_COLBECK_Richard.pdf,27-Nov-13,27-Nov-13,Electorate Business,Huonville,$357.00,0,26http://www.finance.gov.au/sites/default/files/P34_COLBECK_Richard.pdf21P34 COLBECK Richard,$104.00,,*,-43.0312141,147.0481829,,TAS,Liberal,Coalition,senate,,
DI NATALE Richard,http://www.finance.gov.au/sites/default/files/P34_DI_NATALE_Richard.pdf,27-Nov-13,27-Nov-13,Electorate Business,Melbourne,$125.00,1,39http://www.finance.gov.au/sites/default/files/P34_DI_NATALE_Richard.pdf16P34 DI NATALE Richard,$125.00,,,-37.814107,144.96328,,VIC,Greens,Greens,senate,,
MILNE Christine,http://www.finance.gov.au/sites/default/files/P34_MILNE_Christine.pdf,27-Nov-13,27-Nov-13,Electorate Business,Tarraleah,$357.00,0,12http://www.finance.gov.au/sites/default/files/P34_MILNE_Christine.pdf22P34 MILNE Christine,$104.00,,*,-42.2970507,146.4459262,,TAS,Greens,Greens,senate,,
SCULLION Nigel,http://www.finance.gov.au/sites/default/files/P34_SCULLION_Nigel.pdf,27-Nov-13,27-Nov-13,Minister - Official Business,Yulara,$411.00,1,67http://www.finance.gov.au/sites/default/files/P34_SCULLION_Nigel.pdf26P34 SCULLION Nigel,$411.00,,,-25.2416808,130.9832123,,NT,CLP,CLP,senate,,
TRUSS Warren,http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf,27-Nov-13,27-Nov-13,Deputy Prime Minister - Official Business,Sydney,$432.00,1,77http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf26P34 TRUSS Warren,$432.00,,,-33.8674869,151.2069902,Wide Bay,QLD,National,Coalition,lower,no,
WHISH-WILSON Peter,http://www.finance.gov.au/sites/default/files/P34_WHISH-WILSON_Peter.pdf,27-Nov-13,27-Nov-13,Electorate Business,Hobart,$322.00,1,18http://www.finance.gov.au/sites/default/files/P34_WHISH-WILSON_Peter.pdf18P34 WHISH-WILSON Peter,$322.00,,,-42.8819032,147.3238148,,TAS,Greens,Greens,senate,,
LEIGH Andrew,http://www.finance.gov.au/sites/default/files/P34_LEIGH_Andrew.pdf,28-Nov-13,28-Nov-13,Shadow Minister - Official Business,Melbourne,$374.00,1,18http://www.finance.gov.au/sites/default/files/P34_LEIGH_Andrew.pdf18P34 LEIGH Andrew,$374.00,,,-37.814107,144.96328,Fraser,ACT,Labor,Labor,lower,no,
MCEWEN Anne,http://www.finance.gov.au/sites/default/files/P34_MCEWEN_Anne.pdf,28-Nov-13,28-Nov-13,Chief Whip - Official Business,Canberra,$268.00,1,18http://www.finance.gov.au/sites/default/files/P34_MCEWEN_Anne.pdf17P34 MCEWEN Anne,$268.00,,,-35.2819998,149.1286843,,SA,Labor,Labor,senate,,
SCULLION Nigel,http://www.finance.gov.au/sites/default/files/P34_SCULLION_Nigel.pdf,28-Nov-13,28-Nov-13,Minister - Official Business,Cairns,$357.00,1,74http://www.finance.gov.au/sites/default/files/P34_SCULLION_Nigel.pdf26P34 SCULLION Nigel,$357.00,,,-16.9203338,145.7708595,,NT,CLP,CLP,senate,,
TRUSS Warren,http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf,28-Nov-13,28-Nov-13,Deputy Prime Minister - Official Business,Townsville,$357.00,1,84http://www.finance.gov.au/sites/default/files/P34_TRUSS_Warren.pdf26P34 TRUSS Warren,$357.00,,,-19.2576223,146.8178787,Wide Bay,QLD,National,Coalition,lower,no,
HENDERSON Sarah,http://www.finance.gov.au/sites/default/files/P34_HENDERSON_Sarah.pdf,29-Nov-13,30-Nov-13,Parliamentary Political Party Meeting,Lorne,$85.00,2,18http://www.finance.gov.au/sites/default/files/P34_HENDERSON_Sarah.pdf17P34 HENDERSON Sarah,$170.00,,,-38.5408943,143.975152,Corangamite,VIC,Liberal,Coalition,lower,yes,
MCLUCAS Jan,http://www.finance.gov.au/sites/default/files/P34_MCLUCAS_Jan.pdf,29-Nov-13,29-Nov-13,Parliamentary Political Party Meeting,Brisbane,$397.00,1,18http://www.finance.gov.au/sites/default/files/P34_MCLUCAS_Jan.pdf16P34 MCLUCAS Jan,$397.00,,,-27.4710107,153.0234489,,QLD,Labor,Labor,senate,,
SCULLION Nigel,http://www.finance.gov.au/sites/default/files/P34_SCULLION_Nigel.pdf,30-Nov-13,30-Nov-13,Minister - Official Business,Perth,$493.00,1,81http://www.finance.gov.au/sites/default/files/P34_SCULLION_Nigel.pdf26P34 SCULLION Nigel,$493.00,,,-31.9535132,115.8570471,,NT,CLP,CLP,senate,,
BOWEN Chris,http://www.finance.gov.au/sites/default/files/P35_BOWEN_Chris.pdf,1-Dec-13,4-Dec-13,Sittings of Parliament,Canberra,$268.00,4,18http://www.finance.gov.au/sites/default/files/P35_BOWEN_Chris.pdf23P35 BOWEN Chris,"$1,072.00",,,-35.2819998,149.1286843,McMahon,NSW,Labor,Labor,lower,no,
ABETZ Eric,http://www.finance.gov.au/sites/default/files/P34_ABETZ_Eric.pdf,1-Dec-13,5-Dec-13,Sittings of Parliament,Canberra,$268.00,5,25http://www.finance.gov.au/sites/default/files/P34_ABETZ_Eric.pdf28P34 ABETZ Eric,"$1,340.00",,,-35.2819998,149.1286843,,TAS,Liberal,Coalition,senate,,
BOYCE Sue,http://www.finance.gov.au/sites/default/files/P34_BOYCE_Sue.pdf,1-Dec-13,5-Dec-13,Sittings of Parliament,Canberra,$268.00,5,46http://www.finance.gov.au/sites/default/files/P34_BOYCE_Sue.pdf18P34 BOYCE Sue,"$1,340.00",,,-35.2819998,149.1286843,,QLD,Liberal,Coalition,senate,,
BUSHBY David,http://www.finance.gov.au/sites/default/files/P34_BUSHBY_David.pdf,1-Dec-13,5-Dec-13,Sittings of Parliament,Canberra,$268.00,5,25http://www.finance.gov.au/sites/default/files/P34_BUSHBY_David.pdf18P34 BUSHBY David,"$1,340.00",,,-35.2819998,149.1286843,,TAS,Liberal,Coalition,senate,,
HEFFERNAN Bill,http://www.finance.gov.au/sites/default/files/P34_HEFFERNAN_Bill.pdf,1-Dec-13,4-Dec-13,Sittings of Parliament,Canberra,$268.00,4,32http://www.finance.gov.au/sites/default/files/P34_HEFFERNAN_Bill.pdf16P34 HEFFERNAN Bill,"$1,072.00",,,-35.2819998,149.1286843,,NSW,Liberal,Coalition,senate,,
HOGAN Kevin,http://www.finance.gov.au/sites/default/files/P34_HOGAN_Kevin.pdf,1-Dec-13,4-Dec-13,Sittings of Parliament,Canberra,$268.00,4,18http://www.finance.gov.au/sites/default/files/P34_HOGAN_Kevin.pdf19P34 HOGAN Kevin,"$1,072.00",,,-35.2819998,149.1286843,Page,NSW,National,Coalition,lower,no,
HUTCHINSON Eric,http://www.finance.gov.au/sites/default/files/P34_HUTCHINSON_Eric.pdf,1-Dec-13,5-Dec-13,Sittings of Parliament,Canberra,$268.00,5,18http://www.finance.gov.au/sites/default/files/P34_HUTCHINSON_Eric.pdf20P34 HUTCHINSON Eric,"$1,340.00",,,-35.2819998,149.1286843,Lyons,TAS,Liberal,Coalition,lower,no,
PORTER Christian,http://www.finance.gov.au/sites/default/files/P34_PORTER_Christian.pdf,1-Dec-13,12-Dec-13,Sittings of Parliament,Canberra,$268.00,12,11http://www.finance.gov.au/sites/default/files/P34_PORTER_Christian.pdf17P34 PORTER Christian,"$3,216.00",,,-35.2819998,149.1286843,Pearce,WA,Liberal,Coalition,lower,no,
PRATT Louise,http://www.finance.gov.au/sites/default/files/P34_PRATT_Louise.pdf,1-Dec-13,12-Dec-13,Sittings of Parliament,Canberra,$268.00,12,33http://www.finance.gov.au/sites/default/files/P34_PRATT_Louise.pdf20P34 PRATT Louise,"$3,216.00",,,-35.2819998,149.1286843,,WA,Labor,Labor,senate,,
PRENTICE Jane,http://www.finance.gov.au/sites/default/files/P34_PRENTICE_Jane.pdf,1-Dec-13,5-Dec-13,Sittings of Parliament,Canberra,$268.00,5,18http://www.finance.gov.au/sites/default/files/P34_PRENTICE_Jane.pdf18P34 PRENTICE Jane,"$1,340.00",,,-35.2819998,149.1286843,Ryan,QLD,Liberal,Coalition,lower,no,
